x,z,ue
5.399707175606e-03,-1.267586616336e-02,0.000000000000e+00
6.196989267772e-03,-1.354679818858e-02,6.018727268930e-02
7.048785241570e-03,-1.441279761948e-02,1.136850390955e-01
7.955001062126e-03,-1.527378892910e-02,1.639111811289e-01
8.915536686829e-03,-1.612969378573e-02,2.110102256976e-01
9.930286076379e-03,-1.698043112578e-02,2.551425260831e-01
1.099913720649e-02,-1.782591723042e-02,2.964768994691e-01
1.212197208028e-02,-1.866606580589e-02,3.351849497828e-01
1.329866674123e-02,-1.950078806728e-02,3.714368313588e-01
1.452909128697e-02,-2.032999282587e-02,4.053982018982e-01
1.581310988354e-02,-2.115358657971e-02,4.372281291401e-01
1.715058078040e-02,-2.197147360739e-02,4.670777432812e-01
1.854135632610e-02,-2.278355606493e-02,4.950894590258e-01
1.998528298458e-02,-2.358973408560e-02,5.213966226939e-01
2.148220135210e-02,-2.438990588250e-02,5.461234686223e-01
2.303194617483e-02,-2.518396785385e-02,5.693852940574e-01
2.463434636715e-02,-2.597181469081e-02,5.912887826129e-01
2.628922503045e-02,-2.675333948765e-02,6.119324233517e-01
2.799639947275e-02,-2.752843385419e-02,6.314069860909e-01
2.975568122880e-02,-2.829698803030e-02,6.497960241309e-01
3.156687608091e-02,-2.905889100232e-02,6.671763837971e-01
3.342978408040e-02,-2.981403062133e-02,6.836187064144e-01
3.534419956966e-02,-3.056229372292e-02,6.991879130294e-01
3.730991120486e-02,-3.130356624853e-02,7.139436656735e-01
3.932670197928e-02,-3.203773336804e-02,7.279408015162e-01
4.139434924727e-02,-3.276467960350e-02,7.412297380987e-01
4.351262474883e-02,-3.348428895384e-02,7.538568491401e-01
4.568129463478e-02,-3.419644502043e-02,7.658648113121e-01
4.790011949264e-02,-3.490103113320e-02,7.772929229807e-01
5.016885437299e-02,-3.559793047735e-02,7.881773962929e-01
5.248724881656e-02,-3.628702622032e-02,7.985516242155e-01
5.485504688184e-02,-3.696820163889e-02,8.084464242391e-01
5.727198717339e-02,-3.764134024636e-02,8.178902604918e-01
5.973780287065e-02,-3.830632591948e-02,8.269094459808e-01
6.225222175740e-02,-3.896304302504e-02,8.355283266217e-01
6.481496625182e-02,-3.961137654607e-02,8.437694486264e-01
6.742575343717e-02,-4.025121220721e-02,8.516537107255e-01
7.008429509294e-02,-4.088243659947e-02,8.592005025973e-01
7.279029772676e-02,-4.150493730383e-02,8.664278307681e-01
7.554346260672e-02,-4.211860301382e-02,8.733524331467e-01
7.834348579443e-02,-4.272332365683e-02,8.799898832535e-01
8.119005817848e-02,-4.331899051391e-02,8.863546851144e-01
8.408286550865e-02,-4.390549633808e-02,8.924603596964e-01
8.702158843056e-02,-4.448273547089e-02,8.983195236840e-01
9.000590252093e-02,-4.505060395707e-02,9.039439613167e-01
9.303547832338e-02,-4.560899965728e-02,9.093446899417e-01
9.610998138484e-02,-4.615782235861e-02,9.145320198706e-01
9.922907229245e-02,-4.669697388296e-02,9.195156090734e-01
1.023924067110e-01,-4.722635819286e-02,9.243045131892e-01
1.055996354210e-01,-4.774588149492e-02,9.289072312884e-01
1.088504043573e-01,-4.825545234056e-02,9.333317477769e-01
1.121443546478e-01,-4.875498172406e-02,9.375855707959e-01
1.154811226536e-01,-4.924438317767e-02,9.416757674352e-01
1.188603400090e-01,-4.972357286384e-02,9.456089960489e-01
1.222816336616e-01,-5.019246966435e-02,9.493915359320e-01
1.257446259144e-01,-5.065099526627e-02,9.530293145935e-01
1.292489344669e-01,-5.109907424472e-02,9.565279328376e-01
1.327941724574e-01,-5.153663414221e-02,9.598926878463e-01
1.363799485058e-01,-5.196360554472e-02,9.631285944345e-01
1.400058667566e-01,-5.237992215411e-02,9.662404046382e-01
1.436715269230e-01,-5.278552085710e-02,9.692326257758e-01
1.473765243307e-01,-5.318034179059e-02,9.721095371128e-01
1.511204499629e-01,-5.356432840331e-02,9.748752052472e-01
1.549028905050e-01,-5.393742751374e-02,9.775334983224e-01
1.587234283907e-01,-5.429958936423e-02,9.800880991640e-01
1.625816418479e-01,-5.465076767134e-02,9.825425174284e-01
1.664771049452e-01,-5.499091967232e-02,9.849001008444e-01
1.704093876390e-01,-5.532000616767e-02,9.871640456201e-01
1.743780558211e-01,-5.563799155985e-02,9.893374060812e-01
