x,z,ue
1.099913720649e-02,-1.782591723042e-02,0.000000000000e+00
9.930286076379e-03,-1.698043112578e-02,6.116802527242e-02
8.915536686829e-03,-1.612969378573e-02,1.149534579983e-01
7.955001062126e-03,-1.527378892910e-02,1.720016225218e-01
7.048785241570e-03,-1.441279761948e-02,2.324432453448e-01
6.196989267772e-03,-1.354679818858e-02,2.963815526986e-01
5.399707175606e-03,-1.267586616336e-02,3.638809868603e-01
4.657026981835e-03,-1.180007419704e-02,4.349539838454e-01
3.969030675387e-03,-1.091949200407e-02,5.095461028289e-01
3.335794208309e-03,-1.003418629907e-02,5.875201631116e-01
2.757387487379e-03,-9.144220740013e-03,6.686405226613e-01
2.233874366392e-03,-8.249655875506e-03,7.525591941228e-01
1.765312639106e-03,-7.350549096420e-03,8.388060669385e-01
1.351754032867e-03,-6.446954591824e-03,9.267859655941e-01
9.932442028933e-04,-5.538923309325e-03,1.015785468693e+00
6.898227272398e-04,-4.626502919874e-03,1.104992212298e+00
4.415231024266e-04,-3.709737787061e-03,1.193528837064e+00
2.483727397412e-04,-2.788668940959e-03,1.280503334041e+00
1.103929622128e-04,-1.863334056543e-03,1.365079473826e+00
2.759900225813e-05,-9.337674367241e-04,1.446586420266e+00
0.000000000000e+00,0.000000000000e+00,1.524618491092e+00
2.759900225813e-05,9.337674367241e-04,1.598765040723e+00
1.103929622128e-04,1.863334056543e-03,1.668057092981e+00
2.483727397412e-04,2.788668940959e-03,1.731394831400e+00
4.415231024266e-04,3.709737787061e-03,1.788131103006e+00
6.898227272398e-04,4.626502919874e-03,1.837929108571e+00
9.932442028933e-04,5.538923309325e-03,1.880698678518e+00
1.351754032867e-03,6.446954591824e-03,1.916561069433e+00
1.765312639106e-03,7.350549096420e-03,1.945811243284e+00
2.233874366392e-03,8.249655875506e-03,1.968876575970e+00
2.757387487379e-03,9.144220740013e-03,1.986275168983e+00
3.335794208309e-03,1.003418629907e-02,1.998577188462e+00
3.969030675387e-03,1.091949200407e-02,2.006371721075e+00
4.657026981835e-03,1.180007419704e-02,2.010240424562e+00
5.399707175606e-03,1.267586616336e-02,2.010738176687e+00
6.196989267772e-03,1.354679818858e-02,2.008380159909e+00
7.048785241570e-03,1.441279761948e-02,2.003634382755e+00
7.955001062126e-03,1.527378892910e-02,1.996918477201e+00
8.915536686829e-03,1.612969378573e-02,1.988599640142e+00
9.930286076379e-03,1.698043112578e-02,1.978996725669e+00
1.099913720649e-02,1.782591723042e-02,1.968383680294e+00
1.212197208028e-02,1.866606580589e-02,1.956993703466e+00
1.329866674123e-02,1.950078806728e-02,1.945023687075e+00
1.452909128697e-02,2.032999282587e-02,1.932638629574e+00
1.581310988354e-02,2.115358657971e-02,1.919975831017e+00
1.715058078040e-02,2.197147360739e-02,1.907148757309e+00
1.854135632610e-02,2.278355606493e-02,1.894250519980e+00
1.998528298458e-02,2.358973408560e-02,1.881356956948e+00
2.148220135210e-02,2.438990588250e-02,1.868529324751e+00
2.303194617483e-02,2.518396785385e-02,1.855816627512e+00
2.463434636715e-02,2.597181469081e-02,1.843257615621e+00
2.628922503045e-02,2.675333948765e-02,1.830882490113e+00
2.799639947275e-02,2.752843385419e-02,1.818714348679e+00
2.975568122880e-02,2.829698803030e-02,1.806770407444e+00
3.156687608091e-02,2.905889100232e-02,1.795063029790e+00
3.342978408040e-02,2.981403062133e-02,1.783600590316e+00
3.534419956966e-02,3.056229372292e-02,1.772388198623e+00
3.730991120486e-02,3.130356624853e-02,1.761428304474e+00
3.932670197928e-02,3.203773336804e-02,1.750721202841e+00
4.139434924727e-02,3.276467960350e-02,1.740265454723e+00
4.351262474883e-02,3.348428895384e-02,1.730058237216e+00
4.568129463478e-02,3.419644502043e-02,1.720095634262e+00
4.790011949264e-02,3.490103113320e-02,1.710372877739e+00
5.016885437299e-02,3.559793047735e-02,1.700884546982e+00
5.248724881656e-02,3.628702622032e-02,1.691624733590e+00
5.485504688184e-02,3.696820163889e-02,1.682587177216e+00
5.727198717339e-02,3.764134024636e-02,1.673765377141e+00
5.973780287065e-02,3.830632591948e-02,1.665152683653e+00
6.225222175740e-02,3.896304302504e-02,1.656742372582e+00
6.481496625182e-02,3.961137654607e-02,1.648527705802e+00
6.742575343717e-02,4.025121220721e-02,1.640501980044e+00
7.008429509294e-02,4.088243659947e-02,1.632658565994e+00
7.279029772676e-02,4.150493730383e-02,1.624990939304e+00
7.554346260672e-02,4.211860301382e-02,1.617492704899e+00
7.834348579443e-02,4.272332365683e-02,1.610157615725e+00
8.119005817848e-02,4.331899051391e-02,1.602979586885e+00
8.408286550865e-02,4.390549633808e-02,1.595952705984e+00
8.702158843056e-02,4.448273547089e-02,1.589071240337e+00
9.000590252093e-02,4.505060395707e-02,1.582329641601e+00
9.303547832338e-02,4.560899965728e-02,1.575722548315e+00
9.610998138484e-02,4.615782235861e-02,1.569244786711e+00
9.922907229245e-02,4.669697388296e-02,1.562891370144e+00
1.023924067110e-01,4.722635819286e-02,1.556657497404e+00
1.055996354210e-01,4.774588149492e-02,1.550538550137e+00
1.088504043573e-01,4.825545234056e-02,1.544530089564e+00
1.121443546478e-01,4.875498172406e-02,1.538627852651e+00
1.154811226536e-01,4.924438317767e-02,1.532827747866e+00
1.188603400090e-01,4.972357286384e-02,1.527125850631e+00
1.222816336616e-01,5.019246966435e-02,1.521518398542e+00
1.257446259144e-01,5.065099526627e-02,1.516001786458e+00
1.292489344669e-01,5.109907424472e-02,1.510572561490e+00
1.327941724574e-01,5.153663414221e-02,1.505227417960e+00
1.363799485058e-01,5.196360554472e-02,1.499963192358e+00
1.400058667566e-01,5.237992215411e-02,1.494776858333e+00
1.436715269230e-01,5.278552085710e-02,1.489665521746e+00
1.473765243307e-01,5.318034179059e-02,1.484626415795e+00
1.511204499629e-01,5.356432840331e-02,1.479656896246e+00
1.549028905050e-01,5.393742751374e-02,1.474754436759e+00
1.587234283907e-01,5.429958936423e-02,1.469916624341e+00
1.625816418479e-01,5.465076767134e-02,1.465141154912e+00
1.664771049452e-01,5.499091967232e-02,1.460425829004e+00
1.704093876390e-01,5.532000616767e-02,1.455768547584e+00
1.743780558211e-01,5.563799155985e-02,1.451167308013e+00
1.783826713663e-01,5.594484388805e-02,1.446620200130e+00
1.824227921809e-01,5.624053485898e-02,1.442125402467e+00
1.864979722519e-01,5.652503987381e-02,1.437681178595e+00
1.906077616956e-01,5.679833805107e-02,1.433285873589e+00
1.947517068076e-01,5.706041224569e-02,1.428937910625e+00
1.989293501129e-01,5.731124906406e-02,1.424635787686e+00
2.031402304164e-01,5.755083887526e-02,1.420378074396e+00
2.073838828537e-01,5.777917581831e-02,1.416163408961e+00
2.116598389426e-01,5.799625780560e-02,1.411990495221e+00
2.159676266344e-01,5.820208652254e-02,1.407858099806e+00
2.203067703667e-01,5.839666742336e-02,1.403765049406e+00
2.246767911153e-01,5.858000972321e-02,1.399710228122e+00
2.290772064474e-01,5.875212638653e-02,1.395692574933e+00
2.335075305747e-01,5.891303411182e-02,1.391711081239e+00
2.379672744070e-01,5.906275331279e-02,1.387764788505e+00
2.424559456064e-01,5.920130809603e-02,1.383852785981e+00
2.469730486416e-01,5.932872623521e-02,1.379974208513e+00
2.515180848424e-01,5.944503914192e-02,1.376128234430e+00
2.560905524549e-01,5.955028183315e-02,1.372314083507e+00
2.606899466971e-01,5.964449289566e-02,1.368531015001e+00
2.653157598140e-01,5.972771444712e-02,1.364778325765e+00
2.699674811344e-01,5.979999209428e-02,1.361055348418e+00
2.746445971269e-01,5.986137488809e-02,1.357361449595e+00
2.793465914564e-01,5.991191527610e-02,1.353696028247e+00
2.840729450417e-01,5.995166905199e-02,1.350058514015e+00
2.888231361120e-01,5.998069530250e-02,1.346448365652e+00
2.935966402653e-01,5.999905635182e-02,1.342865069508e+00
2.983929305258e-01,6.000681770352e-02,1.339308138068e+00
3.032114774022e-01,6.000404798015e-02,1.335777108544e+00
3.080517489460e-01,5.999081886068e-02,1.332271541516e+00
3.129132108107e-01,5.996720501577e-02,1.328791019624e+00
3.177953263103e-01,5.993328404110e-02,1.325335146307e+00
3.226975564787e-01,5.988913638884e-02,1.321903544589e+00
3.276193601293e-01,5.983484529739e-02,1.318495855904e+00
3.325601939145e-01,5.977049671948e-02,1.315111738976e+00
3.375195123861e-01,5.969617924876e-02,1.311750868725e+00
3.424967680550e-01,5.961198404513e-02,1.308412935229e+00
3.474914114522e-01,5.951800475866e-02,1.305097642708e+00
3.525028911889e-01,5.941433745252e-02,1.301804708565e+00
3.575306540177e-01,5.930108052489e-02,1.298533862447e+00
3.625741448938e-01,5.917833462998e-02,1.295284845349e+00
3.676328070358e-01,5.904620259830e-02,1.292057408754e+00
3.727060819876e-01,5.890478935638e-02,1.288851313798e+00
3.777934096799e-01,5.875420184592e-02,1.285666330480e+00
3.828942284921e-01,5.859454894263e-02,1.282502236893e+00
3.880079753141e-01,5.842594137484e-02,1.279358818486e+00
3.931340856087e-01,5.824849164187e-02,1.276235867364e+00
3.982719934737e-01,5.806231393259e-02,1.273133181605e+00
4.034211317046e-01,5.786752404392e-02,1.270050564619e+00
4.085809318572e-01,5.766423929970e-02,1.266987824516e+00
4.137508243100e-01,5.745257846981e-02,1.263944773518e+00
4.189302383276e-01,5.723266168981e-02,1.260921227388e+00
4.241186021234e-01,5.700461038114e-02,1.257917004879e+00
4.293153429226e-01,5.676854717201e-02,1.254931927223e+00
4.345198870259e-01,5.652459581908e-02,1.251965817624e+00
4.397316598723e-01,5.627288113000e-02,1.249018500789e+00
4.449500861030e-01,5.601352888698e-02,1.246089802473e+00
4.501745896244e-01,5.574666577143e-02,1.243179549050e+00
4.554045936723e-01,5.547241928979e-02,1.240287567104e+00
4.606395208751e-01,5.519091770062e-02,1.237413683034e+00
4.658787933177e-01,5.490228994305e-02,1.234557722694e+00
4.711218326053e-01,5.460666556668e-02,1.231719511035e+00
4.763680599273e-01,5.430417466301e-02,1.228898871775e+00
4.816168961213e-01,5.399494779841e-02,1.226095627091e+00
4.868677617365e-01,5.367911594885e-02,1.223309597316e+00
4.921200770984e-01,5.335681043626e-02,1.220540600669e+00
4.973732623723e-01,5.302816286679e-02,1.217788452986e+00
5.026267376277e-01,5.269330507085e-02,1.215052967481e+00
5.078799229016e-01,5.235236904507e-02,1.212333954513e+00
5.131322382635e-01,5.200548689629e-02,1.209631221374e+00
5.183831038787e-01,5.165279078744e-02,1.206944572089e+00
5.236319400727e-01,5.129441288560e-02,1.204273807233e+00
5.288781673947e-01,5.093048531203e-02,1.201618723759e+00
5.341212066823e-01,5.056114009442e-02,1.198979114839e+00
5.393604791249e-01,5.018650912119e-02,1.196354769725e+00
5.445954063277e-01,4.980672409802e-02,1.193745473615e+00
5.498254103756e-01,4.942191650658e-02,1.191151007533e+00
5.550499138970e-01,4.903221756541e-02,1.188571148225e+00
5.602683401277e-01,4.863775819305e-02,1.186005668062e+00
5.654801129741e-01,4.823866897338e-02,1.183454334954e+00
5.706846570774e-01,4.783508012319e-02,1.180916912280e+00
5.758813978766e-01,4.742712146195e-02,1.178393158822e+00
5.810697616724e-01,4.701492238377e-02,1.175882828712e+00
5.862491756900e-01,4.659861183162e-02,1.173385671387e+00
5.914190681428e-01,4.617831827366e-02,1.170901431556e+00
5.965788682954e-01,4.575416968177e-02,1.168429849174e+00
6.017280065263e-01,4.532629351218e-02,1.165970659421e+00
6.068659143913e-01,4.489481668825e-02,1.163523592695e+00
6.119920246859e-01,4.445986558529e-02,1.161088374608e+00
6.171057715079e-01,4.402156601740e-02,1.158664725992e+00
6.222065903201e-01,4.358004322634e-02,1.156252362908e+00
6.272939180124e-01,4.313542187233e-02,1.153850996668e+00
6.323671929643e-01,4.268782602678e-02,1.151460333852e+00
6.374258551062e-01,4.223737916682e-02,1.149080076346e+00
6.424693459823e-01,4.178420417165e-02,1.146709921367e+00
6.474971088111e-01,4.132842332066e-02,1.144349561510e+00
6.525085885478e-01,4.087015829320e-02,1.141998684786e+00
6.575032319450e-01,4.040953016995e-02,1.139656974672e+00
6.624804876139e-01,3.994665943586e-02,1.137324110159e+00
6.674398060855e-01,3.948166598459e-02,1.134999765811e+00
6.723806398707e-01,3.901466912431e-02,1.132683611815e+00
6.773024435213e-01,3.854578758486e-02,1.130375314042e+00
6.822046736897e-01,3.807513952622e-02,1.128074534108e+00
6.870867891893e-01,3.760284254804e-02,1.125780929435e+00
6.919482510540e-01,3.712901370040e-02,1.123494153310e+00
6.967885225978e-01,3.665376949554e-02,1.121213854951e+00
7.016070694742e-01,3.617722592048e-02,1.118939679566e+00
7.064033597347e-01,3.569949845062e-02,1.116671268415e+00
7.111768638880e-01,3.522070206397e-02,1.114408258872e+00
7.159270549583e-01,3.474095125618e-02,1.112150284476e+00
7.206534085436e-01,3.426036005611e-02,1.109896974995e+00
7.253554028731e-01,3.377904204193e-02,1.107647956472e+00
7.300325188656e-01,3.329711035763e-02,1.105402851276e+00
7.346842401860e-01,3.281467772993e-02,1.103161278148e+00
7.393100533029e-01,3.233185648533e-02,1.100922852236e+00
7.439094475451e-01,3.184875856746e-02,1.098687185133e+00
7.484819151576e-01,3.136549555439e-02,1.096453884904e+00
7.530269513584e-01,3.088217867601e-02,1.094222556107e+00
7.575440543936e-01,3.039891883127e-02,1.091992799803e+00
7.620327255930e-01,2.991582660528e-02,1.089764213565e+00
7.664924694253e-01,2.943301228612e-02,1.087536391472e+00
7.709227935526e-01,2.895058588130e-02,1.085308924091e+00
7.753232088847e-01,2.846865713384e-02,1.083081398456e+00
7.796932296333e-01,2.798733553780e-02,1.080853398025e+00
7.840323733656e-01,2.750673035322e-02,1.078624502634e+00
7.883401610574e-01,2.702695062047e-02,1.076394288429e+00
7.926161171463e-01,2.654810517380e-02,1.074162327786e+00
7.968597695836e-01,2.607030265411e-02,1.071928189216e+00
8.010706498871e-01,2.559365152084e-02,1.069691437250e+00
8.052482931924e-01,2.511826006294e-02,1.067451632308e+00
8.093922383044e-01,2.464423640882e-02,1.065208330543e+00
8.135020277481e-01,2.417168853522e-02,1.062961083668e+00
8.175772078191e-01,2.370072427496e-02,1.060709438762e+00
8.216173286337e-01,2.323145132356e-02,1.058452938038e+00
8.256219441789e-01,2.276397724452e-02,1.056191118604e+00
8.295906123610e-01,2.229840947340e-02,1.053923512178e+00
8.335228950548e-01,2.183485532057e-02,1.051649644782e+00
8.374183581521e-01,2.137342197248e-02,1.049369036396e+00
8.412765716093e-01,2.091421649165e-02,1.047081200589e+00
8.450971094950e-01,2.045734581512e-02,1.044785644096e+00
8.488795500371e-01,2.000291675143e-02,1.042481866367e+00
8.526234756693e-01,1.955103597606e-02,1.040169359064e+00
8.563284730770e-01,1.910181002543e-02,1.037847605517e+00
8.599941332434e-01,1.865534528914e-02,1.035516080127e+00
8.636200514942e-01,1.821174800084e-02,1.033174247712e+00
8.672058275426e-01,1.777112422735e-02,1.030821562799e+00
8.707510655331e-01,1.733357985622e-02,1.028457468848e+00
8.742553740856e-01,1.689922058166e-02,1.026081397412e+00
8.777183663384e-01,1.646815188886e-02,1.023692767217e+00
8.811396599910e-01,1.604047903665e-02,1.021290983172e+00
8.845188773464e-01,1.561630703862e-02,1.018875435277e+00
8.878556453522e-01,1.519574064249e-02,1.016445497453e+00
8.911495956427e-01,1.477888430802e-02,1.014000526257e+00
8.944003645790e-01,1.436584218321e-02,1.011539859490e+00
8.976075932890e-01,1.395671807904e-02,1.009062814687e+00
9.007709277076e-01,1.355161544257e-02,1.006568687466e+00
9.038900186152e-01,1.315063732857e-02,1.004056749739e+00
9.069645216766e-01,1.275388636961e-02,1.001526247758e+00
9.099940974791e-01,1.236146474475e-02,9.989763999922e-01
9.129784115694e-01,1.197347414676e-02,9.964063948066e-01
9.159171344913e-01,1.159001574797e-02,9.938153879339e-01
9.188099418215e-01,1.121119016473e-02,9.912024997108e-01
9.216565142056e-01,1.083709742064e-02,9.885668120559e-01
9.244565373933e-01,1.046783690852e-02,9.859073651623e-01
9.272097022732e-01,1.010350735110e-02,9.832231538726e-01
9.299157049071e-01,9.744206760667e-03,9.805131236996e-01
9.325742465628e-01,9.390032397544e-03,9.777761664547e-01
9.351850337482e-01,9.041080727605e-03,9.750111154347e-01
9.377477782426e-01,8.697447378771e-03,9.722167401160e-01
9.402621971294e-01,8.359227096629e-03,9.693917402956e-01
9.427280128266e-01,8.026513699210e-03,9.665347396083e-01
9.451449531182e-01,7.699400030993e-03,9.636442783404e-01
9.475127511834e-01,7.377977916223e-03,9.607188054484e-01
9.498311456270e-01,7.062338111594e-03,9.577566696730e-01
9.520998805074e-01,6.752570258385e-03,9.547561096264e-01
9.543187053652e-01,6.448762834126e-03,9.517152427053e-01
9.564873752512e-01,6.151003103855e-03,9.486320526599e-01
9.586056507527e-01,5.859377071062e-03,9.455043756194e-01
9.606732980207e-01,5.573969428395e-03,9.423298843366e-01
9.626900887951e-01,5.294863508195e-03,9.391060703734e-01
9.646558004303e-01,5.022141232961e-03,9.358302238937e-01
9.665702159196e-01,4.755883065810e-03,9.324994106668e-01
9.684331239191e-01,4.496167961025e-03,9.291104458052e-01
9.702443187712e-01,4.243073314762e-03,9.256598636614e-01
9.720036005272e-01,3.996674916010e-03,9.221438831865e-01
9.737107749695e-01,3.757046897877e-03,9.185583679021e-01
9.753656536329e-01,3.524261689290e-03,9.148987794421e-01
9.769680538252e-01,3.298389967187e-03,9.111601233800e-01
9.785177986479e-01,3.079500609277e-03,9.073368857442e-01
9.800147170154e-01,2.867660647462e-03,9.034229582250e-01
9.814586436739e-01,2.662935221990e-03,8.994115495550e-01
9.828494192196e-01,2.465387536414e-03,8.952950798659e-01
9.841868901165e-01,2.275078813442e-03,8.910650539254e-01
9.854709087130e-01,2.092068251757e-03,8.867119079524e-01
9.867013332588e-01,1.916412983866e-03,8.822248230904e-01
9.878780279197e-01,1.748168035065e-03,8.775914963970e-01
9.890008627935e-01,1.587386283586e-03,8.727978571363e-01
9.900697139236e-01,1.434118421991e-03,8.678277118483e-01
9.910844633132e-01,1.288412919891e-03,8.626622955171e-01
9.920449989379e-01,1.150315988035e-03,8.572796972394e-01
9.929512147584e-01,1.019871543859e-03,8.516541156181e-01
9.938030107322e-01,8.971211785260e-04,8.457548792375e-01
9.946002928244e-01,7.821041255358e-04,8.395451369357e-01
9.953429730182e-01,6.748572309508e-04,8.329800741161e-01
9.960309693246e-01,5.754149252882e-04,8.260044324575e-01
9.966642057917e-01,4.838091971326e-04,8.185489777659e-01
9.972426125126e-01,4.000695685115e-04,8.105253294119e-01
9.977661256336e-01,3.242230720793e-04,8.018181436460e-01
9.982346873609e-01,2.562942301476e-04,7.922728365768e-01
9.986482459671e-01,1.963050356005e-04,7.816753918527e-01
9.990067557971e-01,1.442749347278e-04,7.697172044244e-01
9.993101772728e-01,1.002208120051e-04,7.559292823429e-01
9.995584768976e-01,6.415697684953e-05,7.395468417703e-01
9.997516272603e-01,3.609515237300e-05,7.191924973990e-01
9.998896070378e-01,1.604446615311e-05,6.919992961193e-01
9.999724009977e-01,4.011443038460e-06,6.512888699296e-01
1.000000000000e+00,-1.665334536938e-17,6.106226635438e-16
