x,z,ue
6.898227272398e-04,4.626502919874e-03,0.000000000000e+00
4.415231024266e-04,3.709737787061e-03,4.561532266058e-02
2.483727397412e-04,2.788668940959e-03,1.214069316002e-01
1.103929622128e-04,1.863334056543e-03,1.982724138599e-01
2.759900225813e-05,9.337674367241e-04,2.755460004074e-01
0.000000000000e+00,0.000000000000e+00,3.525505867031e-01
2.759900225813e-05,-9.337674367241e-04,4.286566906668e-01
1.103929622128e-04,-1.863334056543e-03,5.031057226551e-01
2.483727397412e-04,-2.788668940959e-03,5.750600675345e-01
4.415231024266e-04,-3.709737787061e-03,6.438594327373e-01
6.898227272398e-04,-4.626502919874e-03,7.089714553979e-01
9.932442028933e-04,-5.538923309325e-03,7.699947465012e-01
1.351754032867e-03,-6.446954591824e-03,8.266643984190e-01
1.765312639106e-03,-7.350549096420e-03,8.788481538890e-01
2.233874366392e-03,-8.249655875506e-03,9.265340123343e-01
2.757387487379e-03,-9.144220740013e-03,9.698119169968e-01
3.335794208309e-03,-1.003418629907e-02,1.008852478122e+00
3.969030675387e-03,-1.091949200407e-02,1.043885327541e+00
4.657026981835e-03,-1.180007419704e-02,1.075179028362e+00
5.399707175606e-03,-1.267586616336e-02,1.103023723585e+00
6.196989267772e-03,-1.354679818858e-02,1.127717054445e+00
7.048785241570e-03,-1.441279761948e-02,1.149553387503e+00
7.955001062126e-03,-1.527378892910e-02,1.168816071739e+00
8.915536686829e-03,-1.612969378573e-02,1.185772279447e+00
9.930286076379e-03,-1.698043112578e-02,1.200669928905e+00
1.099913720649e-02,-1.782591723042e-02,1.213736203296e+00
1.212197208028e-02,-1.866606580589e-02,1.225177236758e+00
1.329866674123e-02,-1.950078806728e-02,1.235178611391e+00
1.452909128697e-02,-2.032999282587e-02,1.243906383594e+00
1.581310988354e-02,-2.115358657971e-02,1.251508426012e+00
1.715058078040e-02,-2.197147360739e-02,1.258115928902e+00
1.854135632610e-02,-2.278355606493e-02,1.263844951070e+00
1.998528298458e-02,-2.358973408560e-02,1.268797946380e+00
2.148220135210e-02,-2.438990588250e-02,1.273065218687e+00
2.303194617483e-02,-2.518396785385e-02,1.276726277568e+00
2.463434636715e-02,-2.597181469081e-02,1.279851080985e+00
2.628922503045e-02,-2.675333948765e-02,1.282501160393e+00
2.799639947275e-02,-2.752843385419e-02,1.284730629996e+00
2.975568122880e-02,-2.829698803030e-02,1.286587085691e+00
3.156687608091e-02,-2.905889100232e-02,1.288112401415e+00
3.342978408040e-02,-2.981403062133e-02,1.289343431725e+00
3.534419956966e-02,-3.056229372292e-02,1.290312629707e+00
3.730991120486e-02,-3.130356624853e-02,1.291048589184e+00
3.932670197928e-02,-3.203773336804e-02,1.291576519698e+00
4.139434924727e-02,-3.276467960350e-02,1.291918662137e+00
4.351262474883e-02,-3.348428895384e-02,1.292094652170e+00
4.568129463478e-02,-3.419644502043e-02,1.292121837917e+00
4.790011949264e-02,-3.490103113320e-02,1.292015557616e+00
5.016885437299e-02,-3.559793047735e-02,1.291789382341e+00
5.248724881656e-02,-3.628702622032e-02,1.291455328258e+00
5.485504688184e-02,-3.696820163889e-02,1.291024042333e+00
5.727198717339e-02,-3.764134024636e-02,1.290504964907e+00
5.973780287065e-02,-3.830632591948e-02,1.289906472135e+00
6.225222175740e-02,-3.896304302504e-02,1.289236000873e+00
6.481496625182e-02,-3.961137654607e-02,1.288500158283e+00
6.742575343717e-02,-4.025121220721e-02,1.287704818102e+00
7.008429509294e-02,-4.088243659947e-02,1.286855205294e+00
7.279029772676e-02,-4.150493730383e-02,1.285955970539e+00
7.554346260672e-02,-4.211860301382e-02,1.285011255875e+00
7.834348579443e-02,-4.272332365683e-02,1.284024752566e+00
8.119005817848e-02,-4.331899051391e-02,1.282999752199e+00
8.408286550865e-02,-4.390549633808e-02,1.281939191828e+00
8.702158843056e-02,-4.448273547089e-02,1.280845693906e+00
9.000590252093e-02,-4.505060395707e-02,1.279721601638e+00
9.303547832338e-02,-4.560899965728e-02,1.278569010311e+00
9.610998138484e-02,-4.615782235861e-02,1.277389795083e+00
9.922907229245e-02,-4.669697388296e-02,1.276185635650e+00
1.023924067110e-01,-4.722635819286e-02,1.274958038166e+00
1.055996354210e-01,-4.774588149492e-02,1.273708354735e+00
1.088504043573e-01,-4.825545234056e-02,1.272437800750e+00
1.121443546478e-01,-4.875498172406e-02,1.271147470338e+00
1.154811226536e-01,-4.924438317767e-02,1.269838350119e+00
1.188603400090e-01,-4.972357286384e-02,1.268511331474e+00
1.222816336616e-01,-5.019246966435e-02,1.267167221485e+00
1.257446259144e-01,-5.065099526627e-02,1.265806752698e+00
1.292489344669e-01,-5.109907424472e-02,1.264430591839e+00
1.327941724574e-01,-5.153663414221e-02,1.263039347591e+00
1.363799485058e-01,-5.196360554472e-02,1.261633577545e+00
1.400058667566e-01,-5.237992215411e-02,1.260213794398e+00
1.436715269230e-01,-5.278552085710e-02,1.258780471495e+00
1.473765243307e-01,-5.318034179059e-02,1.257334047776e+00
1.511204499629e-01,-5.356432840331e-02,1.255874932178e+00
1.549028905050e-01,-5.393742751374e-02,1.254403507582e+00
1.587234283907e-01,-5.429958936423e-02,1.252920134310e+00
1.625816418479e-01,-5.465076767134e-02,1.251425153251e+00
1.664771049452e-01,-5.499091967232e-02,1.249918888640e+00
1.704093876390e-01,-5.532000616767e-02,1.248401650520e+00
1.743780558211e-01,-5.563799155985e-02,1.246873736935e+00
1.783826713663e-01,-5.594484388805e-02,1.245335435860e+00
1.824227921809e-01,-5.624053485898e-02,1.243787026914e+00
1.864979722519e-01,-5.652503987381e-02,1.242228782863e+00
