profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,8.2,-5,0,-0.015,0,-0.14709975
NACA-0012,8.2,7.5,0.47,-0.015,4.6091255,-0.14709975
NACA-0012,8.2,11.5,0.36,-0.0595,3.530394,-0.58349567
NACA-0012,8.2,12.5,0.42,-0.066,4.118793,-0.6472389
NACA-0012,8.2,13.5,0.435,-0.068,4.2658927,-0.6668522
