profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,5.9,0,0.19,-0.005,1.8632635,-0.04903325
NACA-0012,5.9,5,0.235,-0.005,2.3045627,-0.04903325
NACA-0012,5.9,10,0.23,-0.03,2.2555295,-0.2941995
NACA-0012,5.9,15,0.25,-0.0415,2.4516625,-0.40697597
