profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,11.2,-5,-0.12,-0.026,-1.176798,-0.2549729
NACA-0012,11.2,-4.5,-0.0852,-0.026,-0.83552658,-0.2549729
NACA-0012,11.2,-4,-0.0504,-0.026,-0.49425516,-0.2549729
NACA-0012,11.2,-3.5,-0.0156,-0.026,-0.15298374,-0.2549729
NACA-0012,11.2,-3,0.0192,-0.026,0.18828768,-0.2549729
NACA-0012,11.2,-2.5,0.054,-0.026,0.5295591,-0.2549729
NACA-0012,11.2,-2,0.0888,-0.026,0.87083052,-0.2549729
NACA-0012,11.2,-1.5,0.1236,-0.026,1.2121019,-0.2549729
NACA-0012,11.2,-1,0.1584,-0.026,1.5533734,-0.2549729
NACA-0012,11.2,-0.5,0.1932,-0.026,1.8946448,-0.2549729
NACA-0012,11.2,0,0.228,-0.026,2.2359162,-0.2549729
NACA-0012,11.2,0.5,0.2628,-0.026,2.5771876,-0.2549729
NACA-0012,11.2,1,0.2976,-0.026,2.918459,-0.2549729
NACA-0012,11.2,1.5,0.3324,-0.026,3.2597305,-0.2549729
NACA-0012,11.2,2,0.3672,-0.026,3.6010019,-0.2549729
NACA-0012,11.2,2.5,0.402,-0.026,3.9422733,-0.2549729
NACA-0012,11.2,3,0.4368,-0.026,4.2835447,-0.2549729
NACA-0012,11.2,3.5,0.4716,-0.026,4.6248161,-0.2549729
NACA-0012,11.2,4,0.5064,-0.026,4.9660876,-0.2549729
NACA-0012,11.2,4.5,0.5412,-0.026,5.307359,-0.2549729
NACA-0012,11.2,5,0.576,-0.026,5.6486304,-0.2549729
NACA-0012,11.2,5.5,0.6108,-0.026,5.9899018,-0.2549729
NACA-0012,11.2,6,0.6456,-0.026,6.3311732,-0.2549729
NACA-0012,11.2,6.5,0.6804,-0.026,6.6724447,-0.2549729
NACA-0012,11.2,7,0.7152,-0.026,7.0137161,-0.2549729
NACA-0012,11.2,7.5,0.75,-0.026,7.3549875,-0.2549729
NACA-0012,11.2,8,0.7325,-0.037875,7.1833711,-0.37142687
NACA-0012,11.2,8.5,0.715,-0.04975,7.0117547,-0.48788084
NACA-0012,11.2,9,0.6975,-0.061625,6.8401384,-0.60433481
NACA-0012,11.2,9.5,0.68,-0.0735,6.668522,-0.72078877
NACA-0012,11.2,10,0.6625,-0.085375,6.4969056,-0.83724274
NACA-0012,11.2,10.5,0.645,-0.09725,6.3252892,-0.95369671
NACA-0012,11.2,11,0.6275,-0.109125,6.1536729,-1.0701507
NACA-0012,11.2,11.5,0.61,-0.121,5.9820565,-1.1866046
NACA-0012,11.2,12,0.615,-0.1225,6.0310897,-1.2013146
NACA-0012,11.2,12.5,0.62,-0.124,6.080123,-1.2160246
NACA-0012,11.2,13,0.62,-0.128,6.080123,-1.2552512
NACA-0012,11.2,13.5,0.62,-0.132,6.080123,-1.2944778
