profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,5.2,-5,0.08,-0.006,0.784532,-0.0588399
NACA-0012,5.2,7.5,0.29,-0.008,2.8439285,-0.0784532
NACA-0012,5.2,11.5,0.22,-0.024,2.157463,-0.2353596
NACA-0012,5.2,12.5,0.26,-0.025,2.549729,-0.24516625
NACA-0012,5.2,13.5,0.26,-0.026,2.549729,-0.2549729
