profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,8.2,-5,0,-0.015,0,-0.14709975
NACA-0012,8.2,7.5,0.47,-0.015,4.6091255,-0.14709975
NACA-0012,8.2,11.5,0.34,-0.061,3.334261,-0.59820565
NACA-0012,8.2,12.5,0.42,-0.067,4.118793,-0.65704555
NACA-0012,8.2,13.5,0.41,-0.069,4.0207265,-0.67665885
