profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,8.9,0,0.235,-0.0105,2.3045627,-0.10296982
NACA-0012,8.9,5,0.4,-0.012,3.92266,-0.1176798
NACA-0012,8.9,10,0.41,-0.071,4.0207265,-0.69627215
NACA-0012,8.9,15,0.45,-0.0965,4.4129925,-0.94634173
