profil,vitesse_ms,angle_deg,L_kg,D_kg,L_N,D_N
NACA-0012,11.2,-5,-0.12,-0.026,-1.176798,-0.2549729
NACA-0012,11.2,7.5,0.75,-0.026,7.3549875,-0.2549729
NACA-0012,11.2,11.5,0.61,-0.121,5.9820565,-1.1866046
NACA-0012,11.2,12.5,0.62,-0.124,6.080123,-1.2160246
NACA-0012,11.2,13.5,0.62,-0.132,6.080123,-1.2944778
