x,z,ue
4.627522384043e-02,4.556007181239e-02,0.000000000000e+00
4.856827989532e-02,4.664846025181e-02,3.911431674935e-02
5.091428974338e-02,4.773491879706e-02,6.692593083215e-02
5.331302360138e-02,4.881910637641e-02,9.376453608557e-02
5.576424414692e-02,4.990067864424e-02,1.196806244358e-01
5.826770650042e-02,5.097928821166e-02,1.447213428805e-01
6.082315820920e-02,5.205458487888e-02,1.689307354735e-01
6.343033923396e-02,5.312621586899e-02,1.923499679094e-01
6.608898193770e-02,5.419382606287e-02,2.150175356625e-01
6.879881107709e-02,5.525705823527e-02,2.369694566745e-01
7.155954379646e-02,5.631555329162e-02,2.582394495891e-01
7.437088962450e-02,5.736895050555e-02,2.788590985208e-01
7.723255047367e-02,5.841688775678e-02,2.988580053116e-01
8.014422064247e-02,5.945900176932e-02,3.182639301925e-01
8.310558682064e-02,6.049492834969e-02,3.371029217160e-01
8.611632809730e-02,6.152430262505e-02,3.553994367795e-01
8.917611597215e-02,6.254675928092e-02,3.731764515040e-01
9.228461436979e-02,6.356193279841e-02,3.904555636844e-01
9.544147965716e-02,6.456945769080e-02,4.072570874731e-01
9.864636066421e-02,6.556896873909e-02,4.236001409126e-01
1.018988987078e-01,6.656010122661e-02,4.395027268854e-01
1.051987276191e-01,6.754249117224e-02,4.549818080035e-01
1.085454737738e-01,6.851577556223e-02,4.700533759208e-01
1.119387561262e-01,6.947959258044e-02,4.847325155117e-01
1.153781862468e-01,7.043358183664e-02,4.990334643227e-01
1.188633683624e-01,7.137738459300e-02,5.129696676713e-01
1.223938994010e-01,7.231064398829e-02,5.265538297348e-01
1.259693690386e-01,7.323300525987e-02,5.397979609449e-01
1.295893597508e-01,7.414411596313e-02,5.527134219740e-01
1.332534468672e-01,7.504362618832e-02,5.653109645799e-01
1.369611986291e-01,7.593118877462e-02,5.776007695496e-01
1.407121762509e-01,7.680645952121e-02,5.895924819644e-01
1.445059339852e-01,7.766909739532e-02,6.012952439902e-01
1.483420191902e-01,7.851876473697e-02,6.127177253777e-01
