x,z,ue
1.427281048240e-02,2.600244963721e-02,0.000000000000e+00
1.301970167555e-02,2.493623509626e-02,2.506608057146e-02
1.182260227507e-02,2.387389170457e-02,7.189047897764e-02
1.068159075123e-02,2.281564336079e-02,1.213054178635e-01
9.596738782012e-03,2.176170640035e-02,1.734743318809e-01
8.568111292928e-03,2.071228945193e-02,2.285629303872e-01
7.595766496403e-03,1.966759329962e-02,2.867359024702e-01
6.679755930801e-03,1.862781075088e-02,3.481524345555e-01
5.820124498907e-03,1.759312651041e-02,4.129602757320e-01
5.016910505817e-03,1.656371706000e-02,4.812880727653e-01
4.270145696141e-03,1.553975054462e-02,5.532357107386e-01
3.579855290437e-03,1.452138666463e-02,6.288624545498e-01
2.946058020806e-03,1.350877657443e-02,7.081728147540e-01
2.368766165572e-03,1.250206278749e-02,7.911002861517e-01
1.847985582976e-03,1.150137908787e-02,8.774894563038e-01
1.383715743827e-03,1.050685044846e-02,9.670774715691e-01
9.759497630440e-04,9.518592955700e-03,1.059476474028e+00
6.246744300258e-04,8.536713741263e-03,1.154159334412e+00
3.298702378179e-04,7.561310920377e-03,1.250451693118e+00
9.151141100804e-05,6.592473537106e-03,1.347533806004e+00
-9.043406768004e-05,5.630281516521e-03,1.444455757051e+00
-2.160044321348e-04,4.674805623846e-03,1.540169078360e+00
-2.852441089802e-04,3.726107430609e-03,1.633576783667e+00
-2.982036951024e-04,2.784239287829e-03,1.723603035107e+00
-2.549399365997e-04,1.849244306283e-03,1.809286171751e+00
-1.555157091781e-04,9.211563438570e-04,1.889921460838e+00
0.000000000000e+00,0.000000000000e+00,1.965205739686e+00
2.107137136943e-04,-9.101171238062e-04,2.034827762908e+00
4.757258610253e-04,-1.805093214701e-03,2.097765441019e+00
7.949491745847e-04,-2.684921036441e-03,2.152871477891e+00
1.168290313833e-03,-3.549595660963e-03,2.199581146953e+00
1.595649886614e-03,-4.399114460648e-03,2.237729056246e+00
2.076922473467e-03,-5.233477102387e-03,2.267451230642e+00
2.611996654726e-03,-6.052685543442e-03,2.289125771367e+00
3.200755040395e-03,-6.856744029091e-03,2.303314616014e+00
3.843074302758e-03,-7.645659092048e-03,2.310705411796e+00
4.538825211714e-03,-8.419439553626e-03,2.312057239112e+00
5.287872672790e-03,-9.178096526632e-03,2.308153734671e+00
6.090075767798e-03,-9.921643419970e-03,2.299765711353e+00
6.945287798098e-03,-1.065009594491e-02,2.287623810575e+00
7.853356330406e-03,-1.136347212298e-02,2.272400510894e+00
8.814123245106e-03,-1.206179229551e-02,2.254700082401e+00
9.827424787000e-03,-1.274507913468e-02,2.235054775147e+00
1.089309161843e-02,-1.341335765610e-02,2.213925543278e+00
1.201094887475e-02,-1.406665523288e-02,2.191705807420e+00
1.318081622196e-02,-1.470500161111e-02,2.168727041789e+00
1.440250791659e-02,-1.532842892666e-02,2.145265268159e+00
1.567583286762e-02,-1.593697172337e-02,2.121547805387e+00
1.700059470046e-02,-1.653066697241e-02,2.097759842654e+00
1.837659182272e-02,-1.710955409282e-02,2.074050573436e+00
1.980361749200e-02,-1.767367497325e-02,2.050538750099e+00
2.128145988524e-02,-1.822307399466e-02,2.027317603808e+00
2.280990216980e-02,-1.875779805398e-02,2.004459129707e+00
2.438872257606e-02,-1.927789658878e-02,1.982017770968e+00
2.601769447145e-02,-1.978342160261e-02,1.960033553583e+00
2.769658643585e-02,-2.027442769121e-02,1.938534731866e+00
2.942516233813e-02,-2.075097206931e-02,1.917540006057e+00
3.120318141390e-02,-2.121311459798e-02,1.897060370916e+00
3.303039834423e-02,-2.166091781254e-02,1.877100649469e+00
3.490656333524e-02,-2.209444695083e-02,1.857660760363e+00
3.683142219852e-02,-2.251376998174e-02,1.838736761281e+00
3.880471643218e-02,-2.291895763404e-02,1.820321705129e+00
4.082618330247e-02,-2.331008342528e-02,1.802406340306e+00
4.289555592580e-02,-2.368722369073e-02,1.784979681599e+00
4.501256335111e-02,-2.405045761220e-02,1.768029474036e+00
4.717693064244e-02,-2.439986724679e-02,1.751542568360e+00
4.938837896158e-02,-2.473553755529e-02,1.735505223722e+00
5.164662565061e-02,-2.505755643020e-02,1.719903350506e+00
5.395138431445e-02,-2.536601472338e-02,1.704722704036e+00
5.630236490293e-02,-2.566100627300e-02,1.689949038014e+00
5.869927379268e-02,-2.594262792993e-02,1.675568225028e+00
6.114181386837e-02,-2.621097958328e-02,1.661566350163e+00
6.362968460341e-02,-2.646616418509e-02,1.647929782706e+00
6.616258213992e-02,-2.670828777406e-02,1.634645230017e+00
6.874019936787e-02,-2.693745949815e-02,1.621699776966e+00
7.136222600322e-02,-2.715379163604e-02,1.609080913683e+00
7.402834866514e-02,-2.735739961730e-02,1.596776553899e+00
7.673825095192e-02,-2.754840204115e-02,1.584775045757e+00
7.949161351581e-02,-2.772692069374e-02,1.573065176605e+00
8.228811413636e-02,-2.789308056388e-02,1.561636173032e+00
8.512742779239e-02,-2.804700985706e-02,1.550477697180e+00
8.800922673245e-02,-2.818884000768e-02,1.539579840146e+00
9.093318054363e-02,-2.831870568939e-02,1.528933113183e+00
9.389895621865e-02,-2.843674482358e-02,1.518528437232e+00
9.690621822121e-02,-2.854309858562e-02,1.508357131259e+00
9.995462854946e-02,-2.863791140913e-02,1.498410899730e+00
1.030438467975e-01,-2.872133098788e-02,1.488681819553e+00
1.061735302151e-01,-2.879350827544e-02,1.479162326697e+00
1.093433337649e-01,-2.885459748243e-02,1.469845202680e+00
1.125529101779e-01,-2.890475607121e-02,1.460723561086e+00
1.158019100067e-01,-2.894414474808e-02,1.451790834221e+00
1.190899816765e-01,-2.897292745281e-02,1.443040759985e+00
1.224167715335e-01,-2.899127134545e-02,1.434467369059e+00
1.257819238917e-01,-2.899934679038e-02,1.426064972427e+00
1.291850810765e-01,-2.899732733747e-02,1.417828149294e+00
1.326258834665e-01,-2.898538970040e-02,1.409751735410e+00
1.361039695329e-01,-2.896371373193e-02,1.401830811830e+00
1.396189758763e-01,-2.893248239623e-02,1.394060694114e+00
1.431705372607e-01,-2.889188173804e-02,1.386436921961e+00
1.467582866459e-01,-2.884210084882e-02,1.378955249301e+00
1.503818552168e-01,-2.878333182961e-02,1.371611634817e+00
1.540408724105e-01,-2.871576975083e-02,1.364402232896e+00
1.577349659406e-01,-2.863961260867e-02,1.357323385017e+00
1.614637618197e-01,-2.855506127838e-02,1.350371611536e+00
1.652268843791e-01,-2.846231946415e-02,1.343543603888e+00
1.690239562859e-01,-2.836159364572e-02,1.336836217169e+00
1.728545985581e-01,-2.825309302163e-02,1.330246463103e+00
1.767184305774e-01,-2.813702944919e-02,1.323771503378e+00
1.806150700991e-01,-2.801361738100e-02,1.317408643329e+00
1.845441332605e-01,-2.788307379821e-02,1.311155325976e+00
1.885052345866e-01,-2.774561814038e-02,1.305009126393e+00
1.924979869939e-01,-2.760147223199e-02,1.298967746398e+00
1.965220017915e-01,-2.745086020567e-02,1.293029009569e+00
2.005768886812e-01,-2.729400842205e-02,1.287190856564e+00
2.046622557546e-01,-2.713114538642e-02,1.281451340738e+00
2.087777094888e-01,-2.696250166203e-02,1.275808624075e+00
2.129228547402e-01,-2.678830978022e-02,1.270260973400e+00
2.170972947359e-01,-2.660880414739e-02,1.264806756889e+00
2.213006310649e-01,-2.642422094874e-02,1.259444440879e+00
2.255324636658e-01,-2.623479804903e-02,1.254172586968e+00
2.297923908141e-01,-2.604077489023e-02,1.248989849419e+00
2.340800091083e-01,-2.584239238621e-02,1.243894972876e+00
2.383949134534e-01,-2.563989281454e-02,1.238886790397e+00
2.427366970445e-01,-2.543351970542e-02,1.233964221830e+00
