x,z,ue
4.270145696141e-03,1.553975054462e-02,0.000000000000e+00
3.579855290437e-03,1.452138666463e-02,8.437624146408e-02
2.946058020806e-03,1.350877657443e-02,1.479759564977e-01
2.368766165572e-03,1.250206278749e-02,2.150620113860e-01
1.847985582976e-03,1.150137908787e-02,2.856180761436e-01
1.383715743827e-03,1.050685044846e-02,3.595503952738e-01
9.759497630440e-04,9.518592955700e-03,4.366709404129e-01
6.246744300258e-04,8.536713741263e-03,5.166817617207e-01
3.298702378179e-04,7.561310920377e-03,5.991628124917e-01
9.151141100804e-05,6.592473537106e-03,6.835660863790e-01
-9.043406768004e-05,5.630281516521e-03,7.692192121580e-01
-2.160044321348e-04,4.674805623846e-03,8.553415248758e-01
-2.852441089802e-04,3.726107430609e-03,9.410750393634e-01
-2.982036951024e-04,2.784239287829e-03,1.025532098652e+00
-2.549399365997e-04,1.849244306283e-03,1.107862601268e+00
-1.555157091781e-04,9.211563438570e-04,1.187355554646e+00
0.000000000000e+00,0.000000000000e+00,1.263526014055e+00
2.107137136943e-04,-9.101171238062e-04,1.335910343443e+00
4.757258610253e-04,-1.805093214701e-03,1.403591994493e+00
7.949491745847e-04,-2.684921036441e-03,1.465555303735e+00
1.168290313833e-03,-3.549595660963e-03,1.521198355190e+00
1.595649886614e-03,-4.399114460648e-03,1.570207702284e+00
2.076922473467e-03,-5.233477102387e-03,1.612503266980e+00
2.611996654726e-03,-6.052685543442e-03,1.648205619039e+00
3.200755040395e-03,-6.856744029091e-03,1.677599554397e+00
3.843074302758e-03,-7.645659092048e-03,1.701094038796e+00
4.538825211714e-03,-8.419439553626e-03,1.719182004822e+00
5.287872672790e-03,-9.178096526632e-03,1.732403425320e+00
6.090075767798e-03,-9.921643419970e-03,1.741314015126e+00
6.945287798098e-03,-1.065009594491e-02,1.746460666949e+00
7.853356330406e-03,-1.136347212298e-02,1.748363678682e+00
8.814123245106e-03,-1.206179229551e-02,1.747505115941e+00
9.827424787000e-03,-1.274507913468e-02,1.744322274088e+00
1.089309161843e-02,-1.341335765610e-02,1.739205088581e+00
1.201094887475e-02,-1.406665523288e-02,1.732496401848e+00
1.318081622196e-02,-1.470500161111e-02,1.724494148742e+00
1.440250791659e-02,-1.532842892666e-02,1.715454711389e+00
1.567583286762e-02,-1.593697172337e-02,1.705596880067e+00
1.700059470046e-02,-1.653066697241e-02,1.695106019619e+00
1.837659182272e-02,-1.710955409282e-02,1.684138173064e+00
1.980361749200e-02,-1.767367497325e-02,1.672823935283e+00
