x,z,ue
2.460479912237e-02,3.355401915965e-02,0.000000000000e+00
2.630232996330e-02,3.464228658135e-02,3.140158487678e-02
2.805485172861e-02,3.573209603437e-02,6.600219507266e-02
2.986221583685e-02,3.682315703154e-02,9.910476756107e-02
3.172426648392e-02,3.791517343561e-02,1.308004102325e-01
3.364084060746e-02,3.900784365963e-02,1.611738884378e-01
3.561176785211e-02,4.010086087090e-02,1.903040245720e-01
3.763687053608e-02,4.119391319855e-02,2.182640912256e-01
3.971596361895e-02,4.228668394436e-02,2.451221920175e-01
4.184885467084e-02,4.337885179673e-02,2.709416262179e-01
4.403534384305e-02,4.447009104764e-02,2.957812347529e-01
4.627522384043e-02,4.556007181239e-02,3.196957262824e-01
4.856827989532e-02,4.664846025181e-02,3.427359828423e-01
5.091428974338e-02,4.773491879706e-02,3.649493451140e-01
5.331302360138e-02,4.881910637641e-02,3.863798777845e-01
5.576424414692e-02,4.990067864424e-02,4.070686157323e-01
5.826770650042e-02,5.097928821166e-02,4.270537919488e-01
6.082315820920e-02,5.205458487888e-02,4.463710482061e-01
6.343033923396e-02,5.312621586899e-02,4.650536295369e-01
6.608898193770e-02,5.419382606287e-02,4.831325635984e-01
6.879881107709e-02,5.525705823527e-02,5.006368259866e-01
7.155954379646e-02,5.631555329162e-02,5.175934925271e-01
7.437088962450e-02,5.736895050555e-02,5.340278795308e-01
7.723255047367e-02,5.841688775678e-02,5.499636729467e-01
8.014422064247e-02,5.945900176932e-02,5.654230472900e-01
8.310558682064e-02,6.049492834969e-02,5.804267751657e-01
8.611632809730e-02,6.152430262505e-02,5.949943281499e-01
8.917611597215e-02,6.254675928092e-02,6.091439697351e-01
9.228461436979e-02,6.356193279841e-02,6.228928409911e-01
9.544147965716e-02,6.456945769080e-02,6.362570395426e-01
9.864636066421e-02,6.556896873909e-02,6.492516924141e-01
1.018988987078e-01,6.656010122661e-02,6.618910232494e-01
1.051987276191e-01,6.754249117224e-02,6.741884143692e-01
1.085454737738e-01,6.851577556223e-02,6.861564640921e-01
1.119387561262e-01,6.947959258044e-02,6.978070397065e-01
1.153781862468e-01,7.043358183664e-02,7.091513264501e-01
1.188633683624e-01,7.137738459300e-02,7.201998728206e-01
1.223938994010e-01,7.231064398829e-02,7.309626325147e-01
1.259693690386e-01,7.323300525987e-02,7.414490032665e-01
1.295893597508e-01,7.414411596313e-02,7.516678628325e-01
1.332534468672e-01,7.504362618832e-02,7.616276023489e-01
1.369611986291e-01,7.593118877462e-02,7.713361572695e-01
1.407121762509e-01,7.680645952121e-02,7.808010360696e-01
1.445059339852e-01,7.766909739532e-02,7.900293468915e-01
1.483420191902e-01,7.851876473697e-02,7.990278222870e-01
1.522199724023e-01,7.935512746038e-02,8.078028422008e-01
1.561393274099e-01,8.017785525189e-02,8.163604553269e-01
1.600996113322e-01,8.098662176424e-02,8.247063989577e-01
1.641003447007e-01,8.178110480704e-02,8.328461174346e-01
1.681410415431e-01,8.256098653346e-02,8.407847793016e-01
1.722212094720e-01,8.332595362283e-02,8.485272932519e-01
1.763403497752e-01,8.407569745921e-02,8.560783229509e-01
1.804979575100e-01,8.480991430572e-02,8.634423008121e-01
1.846935215997e-01,8.552830547460e-02,8.706234407943e-01
1.889265249340e-01,8.623057749285e-02,8.776257502825e-01
1.931964444712e-01,8.691644226341e-02,8.844530411089e-01
1.975027513440e-01,8.758561722178e-02,8.911089397656e-01
2.018449109673e-01,8.823782548797e-02,8.975968968536e-01
2.062223831492e-01,8.887279601382e-02,9.039201958096e-01
2.106346222039e-01,8.949026372546e-02,9.100819609448e-01
2.150810770677e-01,9.008996966101e-02,9.160851648280e-01
2.195611914166e-01,9.067166110343e-02,9.219326350372e-01
2.240744037865e-01,9.123509170830e-02,9.276270603020e-01
2.286201476959e-01,9.178002162687e-02,9.331709960524e-01
2.331978517694e-01,9.230621762386e-02,9.385668693843e-01
2.378069398647e-01,9.281345319048e-02,9.438169834470e-01
2.424468311999e-01,9.330150865220e-02,9.489235212521e-01
2.471169404835e-01,9.377017127159e-02,9.538885488946e-01
2.518166780456e-01,9.421923534607e-02,9.587140181697e-01
2.565454499707e-01,9.464850230050e-02,9.634017685615e-01
2.613026582314e-01,9.505778077485e-02,9.679535285652e-01
2.660877008237e-01,9.544688670663e-02,9.723709162923e-01
2.708999719037e-01,9.581564340843e-02,9.766554392941e-01
2.757388619245e-01,9.616388164034e-02,9.808084935146e-01
2.806037577749e-01,9.649143967735e-02,9.848313612607e-01
2.854940429176e-01,9.679816337182e-02,9.887252080438e-01
2.904090975298e-01,9.708390621099e-02,9.924910781045e-01
2.953482986423e-01,9.734852936960e-02,9.961298883768e-01
3.003110202808e-01,9.759190175760e-02,9.996424205742e-01
3.052966336061e-01,9.781390006311e-02,1.003029310982e+00
3.103045070555e-01,9.801440879061e-02,1.006291037403e+00
3.153340064835e-01,9.819332029442e-02,1.009427902525e+00
3.203844953030e-01,9.835053480759e-02,1.012440012701e+00
3.254553346255e-01,9.848596046614e-02,1.015327250783e+00
3.305458834026e-01,9.859951332894e-02,1.018089241070e+00
3.356554985650e-01,9.869111739306e-02,1.020725303644e+00
3.407835351627e-01,9.876070460485e-02,1.023234394078e+00
3.459293465042e-01,9.880821486675e-02,1.025615022540e+00
3.510922842941e-01,9.883359603992e-02,1.027865143066e+00
3.562716987714e-01,9.883680394283e-02,1.029981998262e+00
3.614669388453e-01,9.881780234584e-02,1.031961895026e+00
3.666773522319e-01,9.877656296186e-02,1.033799868676e+00
