x,z,ue
4.082618330247e-02,-2.331008342528e-02,0.000000000000e+00
4.289555592580e-02,-2.368722369073e-02,3.979554207224e-02
4.501256335111e-02,-2.405045761220e-02,6.572247269844e-02
4.717693064244e-02,-2.439986724679e-02,9.039660688995e-02
4.938837896158e-02,-2.473553755529e-02,1.138940776226e-01
5.164662565061e-02,-2.505755643020e-02,1.362856428753e-01
5.395138431445e-02,-2.536601472338e-02,1.576370769214e-01
5.630236490293e-02,-2.566100627300e-02,1.780095391196e-01
5.869927379268e-02,-2.594262792993e-02,1.974599195106e-01
6.114181386837e-02,-2.621097958328e-02,2.160411612249e-01
6.362968460341e-02,-2.646616418509e-02,2.338025601889e-01
6.616258213992e-02,-2.670828777406e-02,2.507900429486e-01
6.874019936787e-02,-2.693745949815e-02,2.670464236419e-01
7.136222600322e-02,-2.715379163604e-02,2.826116412766e-01
7.402834866514e-02,-2.735739961730e-02,2.975229785342e-01
7.673825095192e-02,-2.754840204115e-02,3.118152633379e-01
7.949161351581e-02,-2.772692069374e-02,3.255210544085e-01
8.228811413636e-02,-2.789308056388e-02,3.386708119941e-01
8.512742779239e-02,-2.804700985706e-02,3.512930549116e-01
8.800922673245e-02,-2.818884000768e-02,3.634145049738e-01
9.093318054363e-02,-2.831870568939e-02,3.750602198146e-01
9.389895621865e-02,-2.843674482358e-02,3.862537150546e-01
9.690621822121e-02,-2.854309858562e-02,3.970170766856e-01
9.995462854946e-02,-2.863791140913e-02,4.073710644832e-01
1.030438467975e-01,-2.872133098788e-02,4.173352071975e-01
1.061735302151e-01,-2.879350827544e-02,4.269278902100e-01
1.093433337649e-01,-2.885459748243e-02,4.361664362882e-01
1.125529101779e-01,-2.890475607121e-02,4.450671800181e-01
1.158019100067e-01,-2.894414474808e-02,4.536455364461e-01
1.190899816765e-01,-2.897292745281e-02,4.619160644135e-01
1.224167715335e-01,-2.899127134545e-02,4.698925250299e-01
1.257819238917e-01,-2.899934679038e-02,4.775879356891e-01
1.291850810765e-01,-2.899732733747e-02,4.850146199985e-01
1.326258834665e-01,-2.898538970040e-02,4.921842539605e-01
1.361039695329e-01,-2.896371373193e-02,4.991079087140e-01
1.396189758763e-01,-2.893248239623e-02,5.057960901182e-01
1.431705372607e-01,-2.889188173804e-02,5.122587754369e-01
1.467582866459e-01,-2.884210084882e-02,5.185054473574e-01
1.503818552168e-01,-2.878333182961e-02,5.245451255606e-01
1.540408724105e-01,-2.871576975083e-02,5.303863960380e-01
1.577349659406e-01,-2.863961260867e-02,5.360374383356e-01
1.614637618197e-01,-2.855506127838e-02,5.415060508899e-01
1.652268843791e-01,-2.846231946415e-02,5.467996746069e-01
1.690239562859e-01,-2.836159364572e-02,5.519254148221e-01
1.728545985581e-01,-2.825309302163e-02,5.568900617684e-01
1.767184305774e-01,-2.813702944919e-02,5.617001096699e-01
1.806150700991e-01,-2.801361738100e-02,5.663617745659e-01
1.845441332605e-01,-2.788307379821e-02,5.708810109679e-01
1.885052345866e-01,-2.774561814038e-02,5.752635274366e-01
1.924979869939e-01,-2.760147223199e-02,5.795148011661e-01
1.965220017915e-01,-2.745086020567e-02,5.836400916510e-01
2.005768886812e-01,-2.729400842205e-02,5.876444535100e-01
2.046622557546e-01,-2.713114538642e-02,5.915327485316e-01
2.087777094888e-01,-2.696250166203e-02,5.953096570063e-01
2.129228547402e-01,-2.678830978022e-02,5.989796884016e-01
2.170972947359e-01,-2.660880414739e-02,6.025471914370e-01
2.213006310649e-01,-2.642422094874e-02,6.060163636090e-01
2.255324636658e-01,-2.623479804903e-02,6.093912602169e-01
2.297923908141e-01,-2.604077489023e-02,6.126758029356e-01
2.340800091083e-01,-2.584239238621e-02,6.158737879823e-01
2.383949134534e-01,-2.563989281454e-02,6.189888939198e-01
2.427366970445e-01,-2.543351970542e-02,6.220246891421e-01
2.471049513481e-01,-2.522351772787e-02,6.249846390846e-01
2.514992660833e-01,-2.501013257322e-02,6.278721132055e-01
2.559192292013e-01,-2.479361083603e-02,6.306903917817e-01
2.603644268642e-01,-2.457419989243e-02,6.334426725705e-01
2.648344434234e-01,-2.435214777614e-02,6.361320773863e-01
2.693288613966e-01,-2.412770305209e-02,6.387616586512e-01
2.738472614451e-01,-2.390111468789e-02,6.413344059811e-01
2.783892223501e-01,-2.367263192317e-02,6.438532528796e-01
2.829543209883e-01,-2.344250413693e-02,6.463210836228e-01
2.875421323085e-01,-2.321098071300e-02,6.487407404331e-01
2.921522293064e-01,-2.297831090380e-02,6.511150310582e-01
2.967841830009e-01,-2.274474369241e-02,6.534467368996e-01
