x,z,ue
9.827424787000e-03,-1.274507913468e-02,0.000000000000e+00
8.814123245106e-03,-1.206179229551e-02,5.616572092237e-02
7.853356330406e-03,-1.136347212298e-02,1.139695638935e-01
6.945287798098e-03,-1.065009594491e-02,1.754660094482e-01
6.090075767798e-03,-9.921643419970e-03,2.407012305330e-01
5.287872672790e-03,-9.178096526632e-03,3.096544316537e-01
4.538825211714e-03,-8.419439553626e-03,3.822209189119e-01
3.843074302758e-03,-7.645659092048e-03,4.581954712952e-01
3.200755040395e-03,-6.856744029091e-03,5.372579973848e-01
2.611996654726e-03,-6.052685543442e-03,6.189640878323e-01
2.076922473467e-03,-5.233477102387e-03,7.027435305477e-01
1.595649886614e-03,-4.399114460648e-03,7.879099771013e-01
1.168290313833e-03,-3.549595660963e-03,8.736846698854e-01
7.949491745847e-04,-2.684921036441e-03,9.592367764582e-01
4.757258610253e-04,-1.805093214701e-03,1.043744063643e+00
2.107137136943e-04,-9.101171238062e-04,1.126488072214e+00
0.000000000000e+00,0.000000000000e+00,1.206933342082e+00
-1.555157091781e-04,9.211563438570e-04,1.284550544218e+00
-2.549399365997e-04,1.849244306283e-03,1.358355389347e+00
-2.982036951024e-04,2.784239287829e-03,1.427240396259e+00
-2.852441089802e-04,3.726107430609e-03,1.490488074038e+00
-2.160044321348e-04,4.674805623846e-03,1.547655066624e+00
-9.043406768004e-05,5.630281516521e-03,1.598528068938e+00
9.151141100804e-05,6.592473537106e-03,1.643099766861e+00
3.298702378179e-04,7.561310920377e-03,1.681538791767e+00
6.246744300258e-04,8.536713741263e-03,1.714153660041e+00
9.759497630440e-04,9.518592955700e-03,1.741354356802e+00
1.383715743827e-03,1.050685044846e-02,1.763615399427e+00
1.847985582976e-03,1.150137908787e-02,1.781443259418e+00
2.368766165572e-03,1.250206278749e-02,1.795349767339e+00
2.946058020806e-03,1.350877657443e-02,1.805831990357e+00
3.579855290437e-03,1.452138666463e-02,1.813358239548e+00
4.270145696141e-03,1.553975054462e-02,1.818359367931e+00
5.016910505817e-03,1.656371706000e-02,1.821224309089e+00
5.820124498907e-03,1.759312651041e-02,1.822298797177e+00
6.679755930801e-03,1.862781075088e-02,1.821886319638e+00
7.595766496403e-03,1.966759329962e-02,1.820250519383e+00
8.568111292928e-03,2.071228945193e-02,1.817618439412e+00
9.596738782012e-03,2.176170640035e-02,1.814184164750e+00
1.068159075123e-02,2.281564336079e-02,1.810112552476e+00
1.182260227507e-02,2.387389170457e-02,1.805542847606e+00
1.301970167555e-02,2.493623509626e-02,1.800592062689e+00
1.427281048240e-02,2.600244963721e-02,1.795358056289e+00
1.558184339310e-02,2.707230401462e-02,1.789922284780e+00
1.694670823274e-02,2.814555965598e-02,1.784352227486e+00
1.836730591381e-02,2.922197088885e-02,1.778703500912e+00
1.984353039616e-02,3.030128510570e-02,1.773021686513e+00
2.137526864701e-02,3.138324293381e-02,1.767343900555e+00
2.296240060128e-02,3.246757840993e-02,1.761700135591e+00
2.460479912237e-02,3.355401915965e-02,1.756114402190e+00
2.630232996330e-02,3.464228658135e-02,1.750605697641e+00
2.805485172861e-02,3.573209603437e-02,1.745188825826e+00
2.986221583685e-02,3.682315703154e-02,1.739875089806e+00
3.172426648392e-02,3.791517343561e-02,1.734672875999e+00
3.364084060746e-02,3.900784365963e-02,1.729588146340e+00
3.561176785211e-02,4.010086087090e-02,1.724624852530e+00
3.763687053608e-02,4.119391319855e-02,1.719785284433e+00
3.971596361895e-02,4.228668394436e-02,1.715070362911e+00
4.184885467084e-02,4.337885179673e-02,1.710479885804e+00
4.403534384305e-02,4.447009104764e-02,1.706012734445e+00
4.627522384043e-02,4.556007181239e-02,1.701667046936e+00
4.856827989532e-02,4.664846025181e-02,1.697440363441e+00
5.091428974338e-02,4.773491879706e-02,1.693329747925e+00
5.331302360138e-02,4.881910637641e-02,1.689331890068e+00
5.576424414692e-02,4.990067864424e-02,1.685443190488e+00
5.826770650042e-02,5.097928821166e-02,1.681659831908e+00
6.082315820920e-02,5.205458487888e-02,1.677977838502e+00
6.343033923396e-02,5.312621586899e-02,1.674393125270e+00
6.608898193770e-02,5.419382606287e-02,1.670901539025e+00
6.879881107709e-02,5.525705823527e-02,1.667498892321e+00
7.155954379646e-02,5.631555329162e-02,1.664180991421e+00
7.437088962450e-02,5.736895050555e-02,1.660943659263e+00
7.723255047367e-02,5.841688775678e-02,1.657782754203e+00
8.014422064247e-02,5.945900176932e-02,1.654694185213e+00
8.310558682064e-02,6.049492834969e-02,1.651673924086e+00
8.611632809730e-02,6.152430262505e-02,1.648718015136e+00
8.917611597215e-02,6.254675928092e-02,1.645822582788e+00
9.228461436979e-02,6.356193279841e-02,1.642983837396e+00
9.544147965716e-02,6.456945769080e-02,1.640198079581e+00
9.864636066421e-02,6.556896873909e-02,1.637461703323e+00
1.018988987078e-01,6.656010122661e-02,1.634771198021e+00
1.051987276191e-01,6.754249117224e-02,1.632123149688e+00
1.085454737738e-01,6.851577556223e-02,1.629514241419e+00
1.119387561262e-01,6.947959258044e-02,1.626941253275e+00
1.153781862468e-01,7.043358183664e-02,1.624401061667e+00
1.188633683624e-01,7.137738459300e-02,1.621890638334e+00
1.223938994010e-01,7.231064398829e-02,1.619407048994e+00
1.259693690386e-01,7.323300525987e-02,1.616947451721e+00
1.295893597508e-01,7.414411596313e-02,1.614509095100e+00
1.332534468672e-01,7.504362618832e-02,1.612089316215e+00
1.369611986291e-01,7.593118877462e-02,1.609685538488e+00
1.407121762509e-01,7.680645952121e-02,1.607295269407e+00
1.445059339852e-01,7.766909739532e-02,1.604916098175e+00
1.483420191902e-01,7.851876473697e-02,1.602545693282e+00
1.522199724023e-01,7.935512746038e-02,1.600181800029e+00
1.561393274099e-01,8.017785525189e-02,1.597822238018e+00
1.600996113322e-01,8.098662176424e-02,1.595464898601e+00
1.641003447007e-01,8.178110480704e-02,1.593107742313e+00
1.681410415431e-01,8.256098653346e-02,1.590748796286e+00
1.722212094720e-01,8.332595362283e-02,1.588386151642e+00
1.763403497752e-01,8.407569745921e-02,1.586017960874e+00
1.804979575100e-01,8.480991430572e-02,1.583642435208e+00
1.846935215997e-01,8.552830547460e-02,1.581257841944e+00
1.889265249340e-01,8.623057749285e-02,1.578862501777e+00
1.931964444712e-01,8.691644226341e-02,1.576454786081e+00
1.975027513440e-01,8.758561722178e-02,1.574033114164e+00
2.018449109673e-01,8.823782548797e-02,1.571595950465e+00
2.062223831492e-01,8.887279601382e-02,1.569141801700e+00
2.106346222039e-01,8.949026372546e-02,1.566669213939e+00
2.150810770677e-01,9.008996966101e-02,1.564176769585e+00
2.195611914166e-01,9.067166110343e-02,1.561663084262e+00
2.240744037865e-01,9.123509170830e-02,1.559126803564e+00
2.286201476959e-01,9.178002162687e-02,1.556566599661e+00
2.331978517694e-01,9.230621762386e-02,1.553981167720e+00
2.378069398647e-01,9.281345319048e-02,1.551369222117e+00
2.424468311999e-01,9.330150865220e-02,1.548729492384e+00
2.471169404835e-01,9.377017127159e-02,1.546060718865e+00
2.518166780456e-01,9.421923534607e-02,1.543361647999e+00
2.565454499707e-01,9.464850230050e-02,1.540631027179e+00
