profil,vitesse_ms,angle_deg,pression_PSI
NACA-0012,8.9,-5,-0.0068254875
NACA-0012,8.9,0,-0.00828525
NACA-0012,8.9,5,-0.010165162
NACA-0012,8.9,10,-0.012289698
