profil,vitesse_ms,angle_deg,pression_PSI
NACA-0012,12,-5,-0.010614513
NACA-0012,12,0,-0.013028073
NACA-0012,12,5,-0.016900625
NACA-0012,12,10,-0.021362885
NACA-0012,12,11,-0.017250013
